"longitude","latitude","presencia"
-34.9718,-6.5758,1
-34.9674,-6.5701,1
-34.9664,-6.5566,1
-34.9747,-6.5814,1
-38.8784,-3.5422,1
-42.6287,-14.4199,1
-39.9721,-2.8855,1
-52.327,-32.3862,1
-52.3555,-32.4127,1
-52.342,-32.3689,1
-42.5853,-14.2927,1
-35.8526,-5.4215,1
-55.7352,-30.888,1
-51.7255,-26.5994,1
-42.6389,-13.9643,1
-41.4742,-11.8567,1
-41.7136,-2.8318,1
-41.4591,-11.8225,1
-42.5597,-14.1296,1
-42.6816,-14.1523,1
-35.9279,-5.1106,1
-35.9687,-5.0545,1
-35.9784,-5.053,1
-38.9854,-3.4367,1
-39.3288,-3.2147,1
-42.6242,-13.91,1
-37.7607,-4.5099,1
-42.5853,-14.477,1
-39.2943,-3.248,1
-35.8619,-5.3651,1
-35.8331,-5.3919,1
-35.8749,-5.3973,1
-35.8145,-5.2622,1
-35.9318,-5.2329,1
-37.6953,-4.5358,1
-39.6741,-3.0179,1
-38.962,-3.4315,1
-37.8839,-4.3631,1
-38.3803,-3.8708,1
-38.9339,-3.4953,1
-51.6876,-26.5839,1
-51.7004,-26.5781,1
-36.0204,-5.097,1
-50.3888,-30.4469,1
-50.4053,-30.4398,1
-50.4226,-30.4525,1
-39.2671,-3.3218,1
-39.2396,-3.3188,1
-39.2652,-3.3478,1
-39.2671,-3.3221,1
-39.2621,-3.3699,1
-39.3647,-3.2011,1
-38.1503,-4.1256,1
-55.6765,-30.8807,1
-41.0731,-21.5657,1
-35.5964,-8.2682,1
-39.2159,-3.2632,1
-42.6183,-14.2017,1
-42.6414,-14.2189,1
-55.6629,-30.7709,1
-39.6209,-3.0274,1
-39.5949,-3.0812,1
-39.5969,-3.066,1
-42.6573,-13.8606,1
-39.7026,-3.0666,1
-42.663,-13.8823,1
-42.5939,-14.3912,1
-39.8407,-2.9225,1
-39.8617,-2.9211,1
-39.8369,-2.9476,1
-39.9012,-2.9481,1
-39.8795,-2.9665,1
-42.6204,-13.918,1
-35.8463,-5.3898,1
-37.6377,-4.5891,1
-36.7025,-6.1236,1
-42.6541,-14.1769,1
-35.8483,-5.412,1
-36.5551,-6.0463,1
-36.5312,-6.0863,1
-36.5578,-5.0883,1
-42.3385,-12.3512,1
-41.123,-3.9466,1
-35.5964,-8.279,1
-36.3024,-5.174,1
-36.3193,-5.1659,1
-36.3603,-5.1856,1
-36.4068,-5.1673,1
-36.9147,-4.964,1
-42.6024,-14.1337,1
-34.9785,-6.5823,1
-36.9641,-4.9467,1
-36.4536,-5.1278,1
-36.4074,-5.0826,1
-34.9719,-6.4939,1
-53.399,-33.7228,1
-53.4167,-33.7174,1
-35.8931,-5.4308,1
-35.9001,-5.4144,1
-41.0565,-9.8497,1
-35.819,-5.3628,1
-35.8355,-5.3601,1
-35.8683,-5.3744,1
-35.8809,-5.382,1
-35.9132,-5.3055,1
-35.8783,-5.3437,1
-42.6827,-14.0885,1
-38.4711,-3.7053,1
-39.3746,-3.1936,1
-41.0834,-9.8628,1
-42.6769,-13.8957,1
-42.351,-12.3127,1
-50.2516,-29.9445,1
-50.2549,-29.9815,1
-39.3061,-3.2792,1
-42.6339,-14.0147,1
-35.954,-5.4187,1
-35.9843,-5.401,1
-35.9561,-5.4484,1
-36.0044,-5.4799,1
-35.9519,-5.4521,1
-50.1721,-30.0791,1
-50.2984,-29.9324,1
-38.0766,-4.1936,1
-50.2826,-29.9631,1
-50.3906,-30.458,1
-52.7167,-26.6,1
-50.288,-29.9915,1
-50.3362,-30.0194,1
-50.3324,-29.9831,1
-38.1186,-9.0625,1
-41.0957,-9.8746,1
-35.8534,-5.4268,1
-38.1448,-9.0672,1
-40.8864,-9.5175,1
-40.879,-9.4986,1
-41.7071,-2.8262,1
-36.4343,-6.0135,1
-42.5867,-14.5292,1
-42.6161,-14.0292,1
-42.6589,-14.2021,1
-35.4955,-7.4953,1
-42.6389,-13.9879,1
-50.7834,-30.2648,1
-50.7978,-30.2779,1
-50.7661,-30.2561,1
-41.727,-2.8398,1
-42.6727,-13.8629,1
-41.7418,-2.8207,1
-41.6907,-2.8463,1
-41.0392,-2.9051,1
-40.2349,-2.8151,1
-34.976,-6.5747,1
-49.605,-28.471,1
-37.6885,-4.5634,1
-52.2018,-32.2188,1
-52.2114,-32.2103,1
-52.2209,-32.2008,1
-35.3867,-5.3097,1
-36.202,-5.1009,1
-36.1632,-5.119,1
-35.8692,-5.3045,1
-35.8887,-5.307,1
-35.8957,-5.2953,1
-35.9164,-5.2981,1
-35.8589,-5.2698,1
-35.4285,-5.523,1
-35.4473,-5.5694,1
-35.469,-5.5211,1
-35.4467,-5.5376,1
-35.464,-5.5778,1
-39.6786,-3.0982,1
-42.6006,-14.164,1
-49.6076,-28.4464,1
-35.9233,-5.4422,1
-51.8138,-26.5886,1
-50.2823,-29.912,1
-50.3114,-29.9595,1
-35.8988,-5.2432,1
-35.9102,-5.2675,1
-35.9036,-5.2688,1
-35.9135,-5.2394,1
-35.9217,-5.2597,1
-35.927,-5.2403,1
-35.9162,-5.4721,1
-35.5956,-8.2947,1
-35.8006,-5.2798,1
-39.2816,-3.2597,1
-35.7893,-5.2937,1
-36.4556,-6.0535,1
-36.464,-6.0428,1
-49.5984,-28.4551,1
-39.2247,-3.2733,1
-42.3626,-12.2787,1
-42.7119,-14.1473,1
-36.7477,-8.9113,1
-36.7257,-8.8952,1
-36.7579,-8.9031,1
-36.7296,-8.9138,1
-36.5806,-6.0566,1
-36.5787,-6.1014,1
-36.512,-6.0249,1
-42.5528,-14.114,1
-42.6382,-14.1555,1
-41.1042,-9.8638,1
-39.2475,-3.2579,1
-35.791,-5.2036,1
-39.2502,-3.247,1
-41.093,-9.8747,1
-38.056,-9.0187,1
-42.6094,-14.3776,1
-42.6107,-14.1026,1
-38.9164,-3.5103,1
-38.8985,-3.5283,1
-38.8887,-3.5448,1
-42.5911,-14.3381,1
-37.0355,-4.9618,1
-41.7917,-2.801,1
-41.8039,-2.8222,1
-39.29,-3.2217,1
-35.8398,-5.0774,1
-35.889,-5.1072,1
-35.8258,-5.0806,1
-35.81,-5.0825,1
-35.798,-5.0903,1
-35.782,-5.0904,1
-35.767,-5.0946,1
-35.752,-5.0971,1
-35.888,-5.0727,1
-35.887,-5.0872,1
-52.3729,-32.4145,1
-41.1323,-3.8552,1
-40.6374,-10.5833,1
-40.6855,-10.6277,1
-40.6114,-10.5196,1
-40.6544,-10.606,1
-40.6286,-10.5696,1
-40.53,-7.3047,1
-36.7487,-8.8099,1
-36.7338,-8.7969,1
-36.7697,-8.8451,1
-36.7602,-8.8338,1
-36.7302,-8.8465,1
-36.7471,-8.8681,1
-36.7579,-8.8025,1
-40.5364,-7.3034,1
-40.6715,-7.4237,1
-40.7032,-7.5697,1
-40.7465,-7.4377,1
-40.6864,-7.4513,1
-40.7441,-7.4517,1
-40.6742,-7.3709,1
-40.7442,-7.5266,1
-40.6686,-7.413,1
-40.7325,-7.5977,1
-40.7083,-7.4387,1
-40.7998,-7.483,1
-40.754,-7.486,1
-40.7109,-7.4104,1
-40.7344,-7.5109,1
-40.7674,-7.4778,1
-40.7237,-7.4588,1
-40.6276,-7.6525,1
-40.6371,-7.645,1
-40.7072,-7.3723,1
-40.6978,-7.3858,1
-40.6951,-7.4093,1
-40.6486,-7.6068,1
-40.6473,-7.6517,1
-40.6583,-7.6715,1
-35.7899,-5.2337,1
-40.6296,-7.7482,1
-40.6584,-7.7283,1
-40.6733,-7.7599,1
-40.7255,-7.5533,1
-40.7304,-7.5946,1
-40.7257,-7.555,1
-35.9001,-5.4873,1
-35.7852,-5.2262,1
-36.6999,-8.7263,1
-36.7337,-8.7093,1
-36.7162,-8.7126,1
-36.7626,-8.7035,1
-36.7566,-8.7799,1
-36.7124,-8.7611,1
-36.7256,-8.7459,1
-36.6982,-8.6965,1
-35.7809,-5.2779,1
-35.8755,-5.2839,1
-41.1878,-3.8711,1
-41.1759,-3.8353,1
-41.1843,-3.881,1
-42.6141,-14.1195,1
-41.1583,-3.8685,1
-40.5687,-10.5567,1
-53.3094,-33.6387,1
-53.3251,-33.6399,1
-53.3041,-33.6535,1
-53.3237,-33.6543,1
-53.3534,-33.634,1
-53.3572,-33.6182,1
-53.3441,-33.6099,1
-53.3248,-33.6072,1
-53.3526,-33.5625,1
-53.3593,-33.5851,1
-53.3677,-33.5961,1
-53.2643,-33.5017,1
-53.2832,-33.5087,1
-53.279,-33.5221,1
-53.2273,-33.5517,1
-53.2953,-33.5767,1
-53.3012,-33.5357,1
-53.2769,-33.5431,1
-53.246,-33.5668,1
-53.3108,-33.553,1
-53.2716,-33.5913,1
-36.9547,-4.9989,1
-36.9124,-5.035,1
-36.9122,-5.044,1
-36.9121,-5.0583,1
-35.0147,-6.5573,1
-39.9659,-2.8513,1
-50.0736,-29.7767,1
-35.3889,-8.175,1
28.376,43.4229,1
-81.7068,42.9877,1
-81.7392,43.0184,1
-64.0051,47.0368,1
-64.144,45.83,1
-64.2417,45.8267,1
-113.4351,49.583,1
-81.4574,44.2044,1
-80.5152,43.8478,1
-62.3745,45.5949,1
-62.2784,45.633,1
-60.6962,46.147,1
-67.8841,48.7066,1
-60.4071,46.1529,1
-65.6624,43.5196,1
-59.9077,45.993,1
-120.4264,55.7041,1
-81.9917,42.2787,1
-66.0204,43.7516,1
-112.8226,50.1525,1
-113.4522,49.6687,1
-81.6282,43.4846,1
-81.7024,43.1128,1
-84.5235,47.2214,1
-110.7276,50.1004,1
-66.0826,43.974,1
-110.0831,52.5091,1
-128.0033,50.789,1
-66.4135,47.5071,1
-66.139,48.2065,1
-114.0276,49.516,1
-113.963,49.5561,1
-82.0528,43.0828,1
-107.4579,50.1621,1
-82.3226,42.2065,1
-63.8379,44.7707,1
-112.3292,49.6933,1
-80.5722,42.5879,1
-82.5614,42.2195,1
-80.5888,43.7943,1
-114.1075,49.5619,1
-61.4167,45.7262,1
-81.5714,44.2478,1
-80.6048,42.6009,1
-108.4936,50.0195,1
-70.881,47.3006,1
-62.9755,45.5757,1
-71.6839,46.1059,1
-71.3546,46.1637,1
-67.5268,48.0433,1
-110.3423,64.4912,1
-65.9444,44.5914,1
-122.2474,55.8118,1
-80.2673,44.2134,1
-80.7005,44.1972,1
-82.3603,42.4776,1
-62.0682,46.4525,1
-64.0276,44.9316,1
-80.7695,42.6476,1
-82.0047,42.3011,1
-76.7195,44.228,1
-61.9913,45.6824,1
-52.97,46.9699,1
-81.2632,44.9465,1
-62.9013,45.6264,1
-70.737,46.4445,1
-80.6598,42.6069,1
-81.8657,42.3964,1
-63.2043,44.7588,1
-78.581,44.0197,1
-60.0839,46.195,1
-81.7571,42.5193,1
-113.3181,51.8723,1
-59.981,46.218,1
-62.2216,45.6467,1
-82.6835,42.1269,1
-81.6144,43.2986,1
-84.3587,46.6615,1
-82.4882,42.2718,1
-81.6578,43.3937,1
-79.7879,42.8814,1
-80.3556,44.0078,1
-80.3437,43.9294,1
-63.139,45.3467,1
-88.7667,48.7606,1
-80.3138,44.3085,1
-80.289,44.314,1
-65.4615,49.181,1
-65.4207,49.2202,1
-80.7142,43.0858,1
-79.7108,43.122,1
-112.0271,52.2609,1
-63.5178,45.0892,1
-82.9618,42.0323,1
-62.3146,46.4543,1
-63.614,45.5892,1
-60.3488,46.2448,1
-81.5463,44.3115,1
-62.6245,45.4933,1
-61.0745,45.569,1
-67.6658,48.7355,1
-81.8938,43.1333,1
-81.6399,43.9373,1
-64.2544,44.7278,1
-63.1148,45.4485,1
-82.0506,42.5452,1
-64.8894,45.8194,1
-63.6098,44.5372,1
-113.8218,49.5159,1
-81.692,43.8589,1
-64.6289,49.0798,1
-67.8251,48.3694,1
-67.7137,48.4194,1
-64.6187,47.8494,1
-70.58,45.6994,1
-66.7573,49.0673,1
-67.6097,48.7816,1
-67.4303,48.0503,1
-67.4782,48.0532,1
-62.8225,45.5397,1
-60.0387,46.2453,1
-66.0303,43.7532,1
-113.4752,49.6868,1
-112.9488,49.3859,1
-64.1192,44.927,1
-62.0635,45.7288,1
-70.4849,46.5668,1
-113.4815,49.6123,1
-81.9835,45.9355,1
-121.4691,55.2856,1
-80.287,44.082,1
-80.3129,44.118,1
-66.7255,48.2505,1
-63.3441,45.3263,1
-79.4903,42.8514,1
-65.5271,48.9399,1
-65.4958,48.98,1
-65.3796,48.972,1
-65.6502,49.1818,1
-64.9418,49.178,1
-73.5774,45.2748,1
-106.9585,50.3989,1
-82.1428,45.8185,1
-61.4343,45.6207,1
-81.7328,42.9564,1
-82.8105,42.1941,1
-62.6099,45.5057,1
-65.7166,48.1999,1
-63.6552,45.0222,1
-63.6815,44.9155,1
-63.995,47.0485,1
-82.8478,42.1538,1
-64.0206,47.0078,1
-63.2194,45.5599,1
-79.074,43.8123,1
-113.8534,49.5708,1
-113.8702,49.5777,1
-114.0538,49.5312,1
-82.8803,42.0066,1
-65.4905,44.786,1
-120.1093,49.9256,1
-72.9274,45.967,1
-80.3944,44.247,1
-80.3088,44.1886,1
-60.32,46.322,1
-61.3112,45.572,1
-82.5284,42.2841,1
-82.2851,42.1839,1
-80.0274,42.8392,1
-80.2521,42.7677,1
-63.3569,44.725,1
-84.4792,46.6126,1
-82.0184,43.1571,1
-82.295,45.7291,1
-65.8038,43.603,1
-120.8547,55.1846,1
-81.5794,44.2734,1
-73.6762,61.7028,1
-82.1824,42.2743,1
-81.9812,43.1751,1
-101.7433,50.1919,1
-82.4566,42.2364,1
-81.6558,44.0524,1
-71.0996,47.9745,1
-71.056,47.997,1
-67.4388,48.1381,1
-60.9995,45.3161,1
-61.1768,46.3307,1
-67.8674,48.6248,1
-70.3566,46.6594,1
-70.5751,45.6746,1
-70.8698,47.3715,1
-70.8905,47.3317,1
-70.9456,47.2665,1
-78.6562,44.102,1
-120.1222,49.6602,1
-113.9773,49.5325,1
-64.4527,48.9869,1
-80.3919,44.0845,1
-78.6293,44.1689,1
-113.5231,49.5385,1
-75.371,44.9437,1
-64.335,44.7668,1
-61.3816,46.1508,1
-82.1071,42.3495,1
-83.0425,42.084,1
-64.0239,45.6115,1
-80.404,43.7838,1
-81.2896,43.5505,1
-97.4205,49.1345,1
-55.4293,46.95,1
-98.6345,49.3472,1
-79.9377,42.87,1
-63.8035,46.4344,1
-113.7931,49.5829,1
-113.7341,49.6026,1
-108.393,50.0781,1
-82.2682,42.2638,1
-111.9266,49.7184,1
-81.7961,42.4375,1
-82.2539,42.2701,1
-123.074,49.3875,1
-63.3411,45.3181,1
-69.1225,47.6363,1
-69.1296,47.6212,1
-81.4533,44.3416,1
-67.1408,48.3172,1
-69.216,47.9173,1
-79.3854,42.8978,1
-63.9688,45.197,1
-113.6806,49.1897,1
-62.4661,44.8991,1
-66.0139,43.7528,1
-64.0168,47.0329,1
-64.3694,46.7197,1
-64.3968,46.6665,1
-79.5035,42.9993,1
-80.1628,44.0045,1
-64.4662,44.4078,1
-112.5779,51.2214,1
-76.4725,44.179,1
-81.9063,42.9238,1
-72.1046,-45.526,1
-71.6023,-31.2883,1
-71.6011,-31.3136,1
-71.6981,-30.5793,1
-72.4937,-37.5107,1
-73.9401,-42.2704,1
-73.6491,-37.6861,1
-71.6571,-31.0299,1
-71.6578,-31.0773,1
-71.0585,-29.3662,1
-71.6404,-31.2345,1
-71.5915,-30.8734,1
-71.5984,-30.8631,1
-69.8485,-25.0595,1
-71.611,-31.3256,1
-71.6108,-34.0448,1
-71.6223,-34.0427,1
-68.8236,-22.4803,1
115.9,43.35,1
118.4318,32.6739,1
118.535,32.601,1
118.45,32.67,1
102.977,27.128,1
109.0554,37.2436,1
114.37,41.16,1
121.1056,40.9583,1
109.9572,41.6778,1
109.9742,41.7061,1
116.55,23.02,1
108.27,41.95,1
118.285,41.9783,1
108.38,42.03,1
106.4167,41.5333,1
108.34,41.83,1
112.48,41.11,1
112.6783,41.2025,1
115.675,40.3375,1
115.8182,40.3761,1
121.8569,41.6242,1
121.858,41.707,1
126.9278,45.8361,1
112.725,40.795,1
112.68,41.2,1
96.7164,40.0143,1
87.7011,43.5056,1
114.3392,41.2731,1
114.334,41.0722,1
118.9993,36.2257,1
121.04,41.85,1
117.95,36.4554,1
121.3332,39.4831,1
112.582,21.89,1
112.763,22.023,1
112.608,21.955,1
106.593,41.505,1
123.67,45.53,1
121.62,39.56,1
130.4033,45.66,1
111.187,22.622,1
100.1078,22.0294,1
131.9351,45.4306,1
129.85,44.3,1
118.5277,36.0858,1
122.3122,44.6689,1
121.9758,29.59,1
84.0942,46.2467,1
111.96,22.379,1
120.1808,37.2931,1
87.798,43.59,1
119.1797,39.505,1
123.5919,44.1622,1
114.0023,41.7366,1
129.385,45.8392,1
122.07,36.96,1
115.5625,40.9333,1
118.665,41.7242,1
118.4275,43.2069,1
118.1705,42.5906,1
108.3,41.97,1
107.9239,41.9878,1
108.2972,41.9589,1
114.2431,41.2456,1
123.7123,45.2737,1
123.718,45.2172,1
123.6178,45.6028,1
123.6558,45.6281,1
87.854,43.6,1
114.342,41.975,1
112.69,41.1,1
117.8,42.65,1
116.794,23.2407,1
130.9,44.75,1
116.26,43.41,1
121.84,40.01,1
121.6444,39.8067,1
121.6083,39.8333,1
114.2493,44.0102,1
112.2689,39.6517,1
111.587,34.791,1
116.599,36.328,1
116.654,36.348,1
121.08,37.132,1
118.0167,42.6333,1
117.93,42.62,1
116.22,37.028,1
116.3391,42.258,1
116.3378,42.2742,1
105.7703,32.535,1
121.0525,37.1208,1
113.3644,33.8772,1
119.735,35.9367,1
119.8183,35.9612,1
122.417,45.413,1
123.2,43.5218,1
130.75,46.875,1
119.6645,41.1065,1
122.441,42.921,1
112.9222,41.3694,1
109.7072,20.0172,1
106.4229,37.7396,1
106.393,37.7747,1
106.4418,37.5034,1
106.3976,37.5471,1
119.5721,36.9971,1
116.508,36.252,1
116.341,36.128,1
111.4175,36.7728,1
120.7017,37.3958,1
120.8431,37.5615,1
121.354,45.555,1
122.11,36.96,1
122.0858,36.9317,1
120.2664,37.3156,1
112.75,41.13,1
114.7414,41.0864,1
114.79,41.1,1
123.5128,42.44,1
120.4423,29.4828,1
121.98,30.77,1
120.95,32.59,1
117.94,42.62,1
122.74,44.71,1
124.18,42.81,1
105.91,37.31,1
113.9226,41.7709,1
121.202,37.044,1
120.57,40.37,1
122.86,42.69,1
105.29,37.1967,1
111.2833,24.7833,1
117.39,24.31,1
119.605,25.485,1
119.0243,24.9616,1
119.5354,26.2082,1
119,25,1
119.7714,25.5626,1
119.4917,25.2047,1
119.45,25.38,1
118.7433,25.3308,1
121.45,42.1833,1
121.3667,42.2667,1
102.483,25.167,1
102.4242,25.2014,1
113.548,25.5703,1
119.554,25.571,1
119.4777,25.4708,1
121.273,42.0768,1
122.09,37,1
102.1861,38.7675,1
95.7329,40.6876,1
101.5906,38.4306,1
121.0341,29.8479,1
122.71,44.63,1
115.27,41.75,1
116.4304,23.1015,1
116.4806,23.1083,1
116.2994,23.038,1
115.93,22.81,1
116.3722,23.1283,1
116.6783,23.36,1
112.7697,21.5806,1
112.77,21.6058,1
111.6516,21.6351,1
111.2414,22.3308,1
110.4825,20.5803,1
110.2332,22.8722,1
110.5211,26.1642,1
120.6397,42.1347,1
131.0181,47.0222,1
108.2806,37.2658,1
108.3256,37.2536,1
119.0247,35.9456,1
118.8306,39.2494,1
121.3653,40.9583,1
106.013,37.7483,1
106.0161,37.7922,1
106.029,37.7108,1
120.7532,37.5828,1
112.3946,39.7373,1
108.2519,37.2547,1
112.2554,38.5864,1
112.1334,39.5834,1
112.603,40.18,1
112.563,40.18,1
111.9681,39.6445,1
123.5,42.6667,1
119.1353,37.2321,1
121.708,37.281,1
111.0583,41.2583,1
111.025,41.2556,1
118.9968,35.812,1
112.5553,40.175,1
120.2458,37.1478,1
118.05,38.06,1
115.6183,41.3017,1
115.688,41.325,1
115.563,40.933,1
117.1408,49.5242,1
118.9583,37.3208,1
118.25,38.07,1
118.363,38.071,1
118.3177,38.0665,1
118.12,37.37,1
124.0153,47.3006,1
118.8708,37.3188,1
115.943,41.298,1
115.865,41.342,1
115.85,41.461,1
118.2758,38.0744,1
116.03,43.31,1
116.82,48.68,1
119.9302,35.9908,1
124.152,47.3515,1
122.521,37.3564,1
121.1833,36.6833,1
122.2697,37.2353,1
122.2672,37.1747,1
114.1977,41.1993,1
114.2822,41.1697,1
123.6453,44.0744,1
122.95,41.22,1
122.81,44.28,1
122.815,44.225,1
106.4,41.5,1
108.5253,41.565,1
119.6667,35.9167,1
119.55,35.85,1
123.479,42.405,1
115.45,41.36,1
109.2633,19.6289,1
108.6475,18.9725,1
108.6368,19.2218,1
107.5411,40.0589,1
114.87,41.047,1
114.9356,41.0633,1
114.8913,41.068,1
117.6026,34.575,1
117.62,42.5503,1
117.4,42.35,1
116.9501,42.1892,1
115.335,41.2005,1
115.28,40.5743,1
116.1817,41.4744,1
116.2606,41.6183,1
115.5253,41.4415,1
114.0015,41.5031,1
114.28,41.51,1
119.1842,39.3608,1
114.0923,41.0695,1
114.2816,41.2865,1
114.0944,41.0802,1
113.9347,41.1267,1
114.56,40.4957,1
114.27,41.08,1
114.1729,41.0768,1
114.3,40.9797,1
117.917,42.267,1
117.85,42.2167,1
117.677,42.5,1
117.9314,42.2553,1
117.917,42.267,1
115.3624,40.8299,1
114.8339,39.7717,1
114.5339,39.5835,1
114.7547,39.7964,1
114.9776,41.2036,1
114.25,41.0667,1
114.6477,41.0866,1
114.6739,41.0456,1
114.773,41.966,1
130.8577,46.7431,1
129.811,47.73,1
129.1703,47.0465,1
129.0405,44.9168,1
126.4789,50.1989,1
130.9167,44.7333,1
130.648,46.057,1
130.5818,46.0685,1
132.9553,45.8378,1
130.2833,46.7,1
129.6681,47.6639,1
132.058,45.423,1
129.841,45.282,1
130.6655,47.9094,1
131.999,45.449,1
129.5217,46.2601,1
130.0454,46.1007,1
129.731,46.268,1
129.751,46.2377,1
122.0611,41.9181,1
122.0944,41.9181,1
105.7755,38.1943,1
113.2163,33.4293,1
111.4175,34.7728,1
113.9566,41.8701,1
117.7,42.76,1
102.0782,39.0778,1
117.74,42.56,1
119.64,37.12,1
130.9842,47.0053,1
130.555,46.56,1
113.9422,41.8556,1
123.4167,45.2667,1
123.4108,45.2956,1
119.2791,25.4193,1
115.6369,41.5608,1
105.6177,36.2012,1
105.628,36.661,1
115.5719,41.5392,1
114.6506,39.6203,1
114.7297,39.6417,1
129.6939,46.7469,1
109.7333,41.45,1
117.1263,44.1542,1
120.9167,42.8587,1
123.393,43.456,1
120.9417,43.8,1
120.95,43.8,1
112.6019,41.7181,1
119.8067,37.1778,1
105.5506,36.4139,1
106.7003,37.8169,1
106.5514,37.7725,1
106.6336,37.8858,1
106.6141,37.8536,1
123.874,42.375,1
112.6248,41.6692,1
87.95,43.55,1
95.2394,42.5703,1
91.7,43.31,1
110.4632,20.5532,1
110.225,20.467,1
100.933,27.217,1
103.48,23.42,1
122.0179,30.1255,1
106.6656,36.9408,1
