"longitude","latitude","presencia"
-46.87,-18,1
-42.735,-14.156,1
26.408,42.463,1
25.484,42.588,1
26.037,42.632,1
27.6054,43.2072,1
23.796,41.508,1
26.526,42.396,1
27.2568,44.0587,1
25.322,42.105,1
24.803,42.581,1
26.908,44.035,1
25.032,43.308,1
23.3858,43.7491,1
27.174,44.107,1
26.755,42.516,1
24.546,43.519,1
26.361,42.4673,1
24.301,42.32,1
27.016,44.042,1
23.544,43.242,1
23.5397,43.2466,1
26.454,42.473,1
26.095,41.865,1
25.635,42.125,1
0.078,14.364,1
-1.637,12.307,1
30.03,-3.42,1
106.06,11.075,1
106.1144,11.0695,1
104.5243,10.6347,1
-80.3607,42.855,1
-81.6708,42.9585,1
-78.0946,44.1939,1
-74.8878,45.54,1
-83.0769,42.1449,1
-83.0807,42.1637,1
-83.0876,42.169,1
-79.8493,44.629,1
-76.275,45.4083,1
-78.7587,44.651,1
-112.46,50.7807,1
-79.293,44.2588,1
-77.2579,44.0652,1
-81.1134,42.8913,1
-88.3141,48.9428,1
-76.9251,44.2044,1
-80.9604,42.9854,1
-75.6982,44.6329,1
-75.8033,44.6301,1
-75.7354,44.5939,1
-111.866,50.577,1
-75.8198,44.9778,1
-75.2245,45.1563,1
-74.6899,45.1024,1
-94.2518,48.7152,1
-74.9996,45.0085,1
-79.0681,44.4384,1
-79.2834,44.2875,1
-76.0795,45.0564,1
-76.0866,44.8406,1
-82.4267,42.2741,1
-81.8504,42.4454,1
-76.9257,44.2904,1
-76.9425,44.2984,1
-89.2536,48.3603,1
-77.094,44.0199,1
-78.9662,44.4633,1
-79.2936,44.2878,1
-78.992,44.5117,1
-79.819,42.8883,1
-112.708,50.9061,1
-78.5454,43.9294,1
-78.8664,44.0636,1
-80.8462,43.088,1
-82.3928,49.375,1
-115.9476,49.669,1
-76.633,44.2966,1
-76.6719,44.2712,1
-76.7686,44.2653,1
-76.5667,44.3201,1
-78.3926,44.3136,1
-79.708,47.5126,1
-79.7115,47.49,1
-79.7115,47.5049,1
-74.8192,45.574,1
-76.975,44.37,1
-77.432,44.3145,1
-83.6816,49.6807,1
-79.765,44.5392,1
-79.5693,44.4724,1
-79.5615,44.4696,1
-79.7194,44.4762,1
-79.762,44.5397,1
-75.2581,45.1276,1
-76.2435,45.3092,1
-94.2503,48.7069,1
-80.035,42.81,1
-76.7082,44.2175,1
-80.2972,42.8745,1
-79.4262,45.6081,1
-80.9717,49.1444,1
-77.3315,44.059,1
-77.3151,44.066,1
-79.3572,45.612,1
-76.3044,44.6707,1
-80.9915,49.1258,1
-74.7167,45.0965,1
-81.2854,49.1402,1
-80.9888,49.1433,1
-76.2727,44.6824,1
-76.307,44.8206,1
-76.274,44.6692,1
-79.4981,44.5825,1
-79.4984,44.5809,1
-79.4995,44.586,1
-80.3883,43.049,1
-75.4928,44.7257,1
-78.1208,44.0246,1
-78.6864,44.4433,1
-79.1816,44.0616,1
-74.6822,45.1066,1
-78.3877,43.9459,1
-78.694,44.4307,1
-79.6133,44.5006,1
-80.3256,48.4393,1
-79.8423,44.6982,1
-81.6693,42.9548,1
-80.2655,42.7841,1
-84.4456,46.5236,1
-84.4261,46.5171,1
-84.2796,46.5473,1
-82.3394,42.9417,1
-82.3199,42.9498,1
-80.9791,42.695,1
-78.9752,44.4761,1
-78.8859,44.4166,1
-76.007,44.8769,1
-76.1139,44.95,1
-76.1158,44.9279,1
-76.1422,44.9479,1
-76.1348,44.9207,1
-75.9818,44.8547,1
-76.6511,44.3118,1
-110.7199,50.0378,1
-77.3566,44.232,1
-79.0504,44.1479,1
-79.0347,44.2808,1
-80.7472,44.102,1
-79.0662,44.4631,1
-75.805,44.632,1
-82.4207,42.8692,1
-82.4619,42.7113,1
-74.9374,45.4289,1
-74.9092,45.3637,1
-74.5278,45.5035,1
-76.8975,44.2959,1
-75.013,44.9856,1
-76.273,44.6712,1
-76.3555,44.649,1
-74.9659,45.017,1
-81.1582,43.0711,1
-77.1519,44.0561,1
-89.3208,48.3653,1
-80.9214,46.6692,1
-94.2516,48.7078,1
-92.8467,49.8395,1
-80.1435,42.9359,1
-79.8048,44.6575,1
-79.6416,44.7713,1
-79.6018,44.7706,1
-79.1965,42.9743,1
-74.9746,45.0076,1
-82.9351,42.281,1
-23.544,14.91,1
-69.825,-24.155,1
-70.12,-18.495,1
-70.12,-18.495,1
-70.12,-18.495,1
-69.52,-22.33,1
-69.419,-23.48,1
-69.419,-23.48,1
-69.419,-23.48,1
-70.0657,-26.3748,1
-69.37,-26.41,1
-68.87,-22.444,1
-68.868,-22.45,1
-70.395,-27.35,1
-69.869,-27.005,1
-69.869,-27.005,1
-69.869,-27.005,1
-69.485,-22.782,1
-69.472,-22.788,1
-70.3,-25.45,1
-70.381,-27.495,1
-69.576,-22.22,1
-70.067,-26.371,1
-71.246,-32.483,1
-71.21,-29.485,1
-70.915,-29.112,1
-69.523,-22.343,1
-69.523,-22.343,1
-69.75,-23.5,1
-68.693,-22.576,1
-68.693,-22.581,1
-70.311,-25.1208,1
-70.1711,-27.1175,1
-69.5376,-20.4532,1
-69.533,-20.456,1
-69.754,-20.274,1
-70.307,-25.114,1
-68.58,-22.555,1
-68.58,-22.555,1
-68.585,-24.002,1
-68.575,-24.005,1
-70.175,-27.855,1
-69.894,-27.025,1
-69.894,-27.025,1
-69.894,-27.025,1
-72.4875,-40.7719,1
-71.539,-34.336,1
-71.666,-34.406,1
-69.0955,-22.9296,1
-69.7559,-20.2717,1
-69.7588,-20.2517,1
-69.8681,-26.3141,1
-70.113,-18.886,1
-70.166,-25.511,1
-70.178,-25.536,1
-68.755,-22.555,1
-69.628,-26.294,1
-69.753,-20.268,1
-69.747,-20.248,1
-68.77,-22.53,1
-70.637,-33.104,1
-70.9134,-29.1172,1
-71.0925,-30.2272,1
-70.0194,-26.3796,1
-70.2215,-26.3031,1
-70.341,-27.6284,1
-71.0308,-31.195,1
-71.0225,-31.1864,1
-70.1112,-27.2542,1
-69.425,-20.268,1
-69.63,-26.27,1
-69.505,-26.88,1
-69.85,-26.235,1
-70.7702,-30.0484,1
-70.862,-33.094,1
-70.214,-23.559,1
-68.845,-22.485,1
-70.685,-28.155,1
94.421,38.969,1
80.123,41.048,1
80.106,41.045,1
80.108,41.05,1
80.11,41.052,1
80.109,41.053,1
80.1,41.051,1
80.087,41.058,1
80.12,41.042,1
81.295,40.706,1
81.287,40.699,1
105.648,38.895,1
105.723,38.761,1
105.64,38.93,1
105.079,37.679,1
105.079,37.696,1
105.95,39.14,1
105.895,39.099,1
105.648,38.56,1
119.548,30.806,1
114.013,36.284,1
119.909,45.21,1
80.176,40.496,1
80.165,40.501,1
122.778,45.445,1
116.054,39.141,1
116.0513,39.146,1
114.112,35.694,1
106.364,37.793,1
106.378,37.798,1
106.384,37.794,1
107.036,40.197,1
107.064,40.187,1
107.036,40.185,1
119.583,33.318,1
119.575,33.323,1
119.583,33.32,1
119.667,33.226,1
119.53,33.378,1
120.04,40.82,1
120.04,40.82,1
120.072,34.373,1
110.072,41.877,1
109.964,41.732,1
109.969,41.731,1
109.96,41.73,1
109.986,41.728,1
109.932,41.755,1
106.507,39.545,1
107.0197,41.059,1
112.63,41.091,1
112.615,41.093,1
112.601,41.098,1
103.412,24.835,1
114.548,41.247,1
119.734,33.215,1
111.06,42.081,1
120.299,34.123,1
86.922,41.745,1
86.893,41.73,1
86.907,41.744,1
79.775,37.03,1
79.779,37.021,1
79.778,37.03,1
102.27,38.11,1
95.309,37.18,1
106.74,39.34,1
106.55,37.5,1
90.038,46.3,1
110.4,41.61,1
94.518,40.07,1
94.478,40.11,1
98.993,39.96,1
75.796,38.95,1
95.265,36.38,1
78.249,37.54,1
89.999,42.97,1
106.54,39.111,1
114.613,38.862,1
105.476,37.386,1
114.419,30.608,1
113.09,40.803,1
113.071,40.801,1
125.006,46.245,1
117.061,32.135,1
117.095,32.275,1
117.152,32.256,1
89.43,43.895,1
89.828,43.826,1
88.977,44.015,1
119.463,31.519,1
123.525,44.615,1
123.398,44.134,1
123.97,44.197,1
96.926,40.185,1
120.8236,31.5587,1
119.927,30.916,1
119.925,30.91,1
119.851,30.949,1
119.582,30.914,1
119.561,30.891,1
106.987,41.445,1
117.589,31.312,1
117.539,31.319,1
117.832,31.816,1
113.15,41.15,1
118.115,33.422,1
118.623,40.89,1
95.193,36.39,1
125.043,46.811,1
91.505,28.615,1
95.514,37.276,1
95.511,37.289,1
95.514,37.276,1
88.285,43.406,1
110.05,38.65,1
120.825,33.129,1
120.826,33.119,1
100,26.11,1
114.3833,41.0667,1
112.84,39.086,1
106.658,39.141,1
118.783,28.908,1
119.3904,31.9339,1
119.592,32.129,1
110.389,41.632,1
110.384,41.583,1
86.893,41.74,1
97.1769,37.3445,1
93.602,43.01,1
89.313,43.13,1
113.563,39.884,1
114.027,40.467,1
113.482,39.974,1
112.956,40.008,1
113.447,39.974,1
113.753,40.419,1
100.46,25.8,1
113.213,34.317,1
107.01,40.4,1
106.621,40.515,1
106.921,40.404,1
106.909,40.405,1
106.921,40.391,1
111.932,32.847,1
97.223,37.352,1
97.234,37.351,1
97.172,37.372,1
97.158,37.362,1
97.159,37.378,1
97.243,37.372,1
97.311,37.368,1
97.298,37.361,1
97.315,37.375,1
97.307,37.377,1
97.269,37.386,1
97.224,37.361,1
97.223,37.372,1
97.288,37.37,1
97.27,37.355,1
97.26,37.37,1
97.17,37.356,1
97.198,37.37,1
97.21,37.358,1
97.183,37.353,1
97.21,37.352,1
97.185,37.369,1
97.172,37.368,1
97.158,37.356,1
97.185,37.356,1
97.159,37.369,1
97.172,37.375,1
97.238,37.356,1
97.225,37.346,1
97.208,37.348,1
97.209,37.367,1
97.293,37.367,1
97.199,37.377,1
97.185,37.358,1
97.185,37.371,1
97.185,37.373,1
97.185,37.379,1
97.172,37.378,1
107.68,37.552,1
107.6,37.644,1
107.611,37.659,1
107.599,37.723,1
107.63,37.775,1
107.646,37.772,1
107.686,37.749,1
107.506,37.626,1
107.735,37.65,1
117.611,32.3422,1
114.872,38.64,1
98.523,39.626,1
118.684,34.422,1
114.57,41.329,1
114.489,37.557,1
120.923,32.766,1
120.91,32.64,1
120.95,32.64,1
118.75,37.48,1
113.481,34.3,1
97.0208,36.1997,1
114.943,30.277,1
100.951,41.871,1
84.757,46.355,1
84.743,46.355,1
84.757,46.355,1
84.758,46.362,1
84.636,46.327,1
118.327,31.152,1
107.088,40.231,1
107.092,40.217,1
111.943,43.568,1
111.882,43.621,1
111.933,43.559,1
111.983,43.601,1
116.8,30.77,1
119.65,32.17,1
118.337,31.063,1
113.082,33.349,1
113.1166,33.3615,1
113.093,33.368,1
106.378,37.534,1
117.618,31.904,1
117.569,31.944,1
117.444,31.952,1
117.514,31.94,1
102.345,38.115,1
102.325,38.083,1
102.35,38.092,1
102.334,38.115,1
102.296,38.108,1
102.284,38.086,1
102.268,38.09,1
102.26,38.103,1
102.313,38.1,1
102.233,38.102,1
102.246,38.11,1
102.252,38.114,1
102.272,38.11,1
102.349,38.106,1
102.368,38.108,1
102.299,38.09,1
102.293,38.1,1
116.638,34.793,1
116.65,34.793,1
113.383,40.533,1
115.66,32.544,1
119.619,33.774,1
119.2,39.851,1
119.22,40.04,1
114.467,38.831,1
105.63,38.65,1
99.752,37.229,1
99.752,37.219,1
99.747,37.229,1
99.76,37.229,1
99.77,37.23,1
99.768,37.223,1
99.758,37.219,1
99.779,37.229,1
99.78,37.222,1
108.916,37.544,1
108.929,37.551,1
105.952,37.304,1
94.478,40.11,1
102.47,38.95,1
102.16,38.6,1
98.982,39.95,1
98.948,39.96,1
102.3,38.1,1
100.41,38.72,1
119.17,34.791,1
119.173,34.728,1
100.206,38.845,1
88.969,43.157,1
106.692,38.706,1
106.682,38.694,1
106.686,38.699,1
99.624,39.313,1
99.527,39.283,1
99.544,39.282,1
99.56,39.274,1
99.486,39.286,1
99.607,39.323,1
119.624,32.979,1
119.603,32.972,1
119.641,32.972,1
119.619,32.969,1
119.669,32.963,1
119.298,32.25,1
95.2691,36.3765,1
95.167,36.399,1
95.155,36.392,1
95.111,36.389,1
95.105,36.4,1
95.167,36.383,1
95.171,36.355,1
95.23,36.333,1
95.239,36.357,1
95.235,36.366,1
95.246,36.4,1
95.269,36.408,1
95.242,36.415,1
95.262,36.397,1
95.129,36.367,1
95.115,36.367,1
95.127,36.38,1
95.1,36.367,1
95.1,36.36,1
95.158,36.364,1
95.169,36.365,1
95.17,36.364,1
95.12,36.35,1
95.19,36.34,1
95.105,36.36,1
95.123,36.36,1
95.135,36.355,1
95.145,36.352,1
95.269,36.375,1
95.247,36.393,1
95.247,36.417,1
95.249,36.414,1
95.247,36.377,1
95.198,36.377,1
95.193,36.388,1
95.193,36.395,1
95.193,36.4,1
95.195,36.404,1
95.197,36.417,1
95.17,36.376,1
95.265,36.4,1
95.257,36.36,1
95.256,36.355,1
95.24,36.399,1
130.51,44.68,1
120.3,31.79,1
95.157,36.4,1
94.815,36.314,1
94.8125,36.3183,1
94.802,36.328,1
94.809,36.337,1
94.8096,36.3324,1
100.534,36.178,1
100.507,36.155,1
100.647,36.265,1
100.59,36.275,1
100.57,36.287,1
100.58,36.205,1
100.565,36.196,1
100.55,36.195,1
114.614,41.34,1
114.565,41.377,1
95.2,36.42,1
114.823,31.823,1
115.526,36.603,1
96.406,40.609,1
95.726,40.682,1
117.326,30.665,1
117.214,28.256,1
117.21,28.05,1
117.26,28.33,1
117.346,34.303,1
106.5514,38.9025,1
105.04,37.56,1
108.93,37.61,1
109.041,37.932,1
118.708,28.821,1
109.89,41.36,1
115.601,41.644,1
117.229,33.405,1
86.044,42.363,1
120.4229,32.5128,1
106.907,39.181,1
109.83,19.97,1
119.359,34.608,1
119.017,34.671,1
109.029,37.642,1
87.659,44.404,1
87.656,44.385,1
114.084,36.437,1
100.62,36.18,1
106.49,37.3,1
117.65,34.49,1
108.873,40.473,1
108.893,40.478,1
108.827,40.44,1
106.702,40.813,1
107.09,40.25,1
120.691,30.272,1
120.2092,30.2942,1
118.986,34.239,1
113.94,40.915,1
114.086,35.587,1
114.089,35.594,1
114.154,35.792,1
123.841,43.988,1
123.819,43.977,1
123.819,43.981,1
123.85,43.991,1
120.3,41.095,1
86.274,42.366,1
86.227,42.361,1
86.158,42.347,1
86.26,42.367,1
86.245,42.381,1
86.227,42.381,1
118.407,38.092,1
106.312,38.675,1
126.8371,44.4511,1
102.203,38.32,1
102.21,38.313,1
102.279,38.281,1
102.302,38.274,1
102.297,38.268,1
102.314,38.257,1
111.968,40.918,1
106.532,38.397,1
106.539,38.4,1
106.579,38.397,1
106.648,39.19,1
106.628,39.171,1
94.256,39.579,1
94.238,39.603,1
113.148,41.161,1
89.025,44.1779,1
121.32,31.2,1
102.472,38.957,1
102.548,38.924,1
102.5,38.984,1
102.562,38.923,1
126.985,44.432,1
113.435,34.258,1
106.7377,39.3442,1
106.7344,39.3471,1
106.13,37.486,1
106.098,37.438,1
93.257,42.86,1
93.244,42.861,1
93.249,42.852,1
93.234,42.857,1
93.224,42.86,1
93.207,42.861,1
93.198,42.854,1
93.231,42.851,1
102.613,32.832,1
119.081,33.227,1
118.777,33.153,1
120.8,43.009,1
120.805,43.009,1
122.764,43.939,1
79.783,37.016,1
86.807,42.328,1
116.7506,40.4428,1
98.112,39.76,1
120.92,32.77,1
120.9117,32.768,1
116.877,32.613,1
116.91,32.63,1
116.64,32.6,1
102.32,38.49,1
95.099,36.39,1
95.109,36.36,1
95.117,36.39,1
106.08,36.77,1
117.577,38.39,1
114.935,30.09,1
118.733,28.88,1
112.8,32.23,1
106.664,40.911,1
106.663,40.909,1
106.663,40.907,1
100.391,38.688,1
106.734,39.323,1
106.735,39.334,1
106.734,39.339,1
106.753,39.364,1
113.703,35.559,1
113.494,39.654,1
119.594,45.565,1
116.176,32.05,1
116.142,32.266,1
119.85,30.95,1
80.826,43.992,1
105.61,38.83,1
107.09,40.25,1
111.44,41.31,1
110.956,40.297,1
110.929,40.29,1
119.543,32.631,1
120.926,32.794,1
120.929,32.8,1
120.938,32.686,1
120.914,32.645,1
120.941,32.646,1
120.95,32.643,1
120.959,32.642,1
120.959,32.647,1
114.92,27.68,1
118.525,28.533,1
119.942,34.42,1
120.82,33.14,1
120.93,32.8,1
119.6832,33.4899,1
119.689,33.493,1
119.6933,33.4869,1
119.683,33.486,1
119.674,33.489,1
119.757,33.329,1
119.689,33.49,1
119.697,33.491,1
106,37.318,1
105.994,37.315,1
105.978,37.324,1
102.933,23.75,1
121.12,30.291,1
116.594,32.582,1
116.577,32.61,1
116.594,32.582,1
116.642,32.584,1
113.092,34.098,1
98.097,39.768,1
98.124,39.762,1
98.116,39.759,1
98.126,39.766,1
98.14,39.755,1
98.133,39.753,1
98.131,39.751,1
98.079,39.74,1
98.114,39.768,1
98.029,39.708,1
98.029,39.714,1
98.016,39.71,1
98.081,39.774,1
98.1,39.736,1
98.053,39.734,1
98.059,39.759,1
98.017,39.749,1
98.054,39.746,1
98.086,39.76,1
98.117,39.754,1
98.064,39.73,1
98.111,39.751,1
105.696,39.665,1
115.908,31.787,1
115.897,31.789,1
102.319,38.491,1
102.321,38.48,1
102.364,38.467,1
102.389,38.464,1
102.4,38.46,1
102.429,38.462,1
102.346,38.477,1
102.35,38.507,1
102.35,38.507,1
102.35,38.507,1
102.188,38.617,1
102.178,38.608,1
102.171,38.602,1
102.151,38.605,1
102.148,38.62,1
102.129,38.596,1
102.113,38.617,1
102.13,38.621,1
102.171,38.623,1
102.157,38.585,1
102.102,38.589,1
102.102,38.578,1
102.091,38.596,1
102.144,38.61,1
105.823,37.942,1
82.345,44.516,1
82.333,44.515,1
113.096,40.769,1
116.01,40.52,1
103.982,37.386,1
104.007,37.378,1
103.999,37.386,1
105.146,36.987,1
115.505,28.865,1
109.185,19.775,1
119.265,33.134,1
119.254,33.14,1
119.058,33.113,1
119.204,33.176,1
116.635,35.357,1
100.54,25.83,1
119.515,31.842,1
99.004,39.966,1
98.994,39.962,1
98.994,39.953,1
98.942,39.959,1
98.931,39.957,1
98.934,39.953,1
98.94,39.952,1
98.927,39.952,1
98.945,39.953,1
99.007,39.999,1
118.351,31.457,1
118.383,31.507,1
108.926,37.617,1
108.934,37.614,1
108.943,37.611,1
108.907,37.618,1
112.755,35.182,1
112.5164,35.1718,1
115.002,37.342,1
103.302,23.669,1
103.302,23.615,1
79.651,40.597,1
79.663,40.6,1
79.642,40.593,1
79.625,40.59,1
79.613,40.587,1
79.607,40.579,1
79.58,37.117,1
79.464,37.161,1
79.471,37.165,1
77.412,37.753,1
77.408,37.743,1
77.398,37.752,1
118.827,37.551,1
118.388,37.496,1
81.852,36.76,1
85.572,41.923,1
85.552,41.93,1
85.545,41.933,1
93.63,43.007,1
103.43,24.78,1
76.913,38.27,1
119.047,31.13,1
119.036,31.117,1
114.849,34.96,1
121.626,30.027,1
102,32.855,1
114.242,41.297,1
114.249,41.311,1
122.4093,37.1086,1
109.0054,18.5627,1
110.28,20.802,1
117.3,28.884,1
117.29,28.81,1
90.524,30.094,1
113.938,41.509,1
113.958,41.509,1
112.498,40.497,1
112.527,40.5,1
114.526,41.433,1
102.34,38.11,1
120.885,40.911,1
119.2854,33.9232,1
119.26,34.693,1
118.716,34.441,1
113.35,36.44,1
116.952,33.822,1
114.332,37.448,1
114.337,37.501,1
121.205,30.92,1
117.65,33.948,1
117.529,33.826,1
117.481,33.685,1
106.542,37.675,1
106.547,37.673,1
115.6434,36.8592,1
100.069,39.069,1
100.076,39.045,1
100.061,39.046,1
100.084,39.116,1
114.002,36.093,1
113.944,36.115,1
113.973,36.239,1
113.874,36.229,1
113.995,36.312,1
113.844,35.954,1
107.811,37.567,1
107.769,37.577,1
119.386,28.579,1
119.386,28.579,1
106.458,37.515,1
106.435,37.564,1
106.432,37.569,1
118.782,28.882,1
92.906,43.148,1
92.916,43.147,1
92.925,43.149,1
92.895,43.133,1
92.914,43.133,1
92.947,43.138,1
92.898,43.142,1
119.561,31.501,1
114.832,41.176,1
100.618,36.184,1
100.547,36.099,1
119.253,28.999,1
119.108,29.068,1
80.27,37.012,1
105.38,37.93,1
105.368,37.923,1
117.355,29.015,1
118.923,32.47,1
117.44,31.214,1
117.473,31.204,1
83.993,41.88,1
83.984,41.88,1
111.495,34.374,1
111.659,34.478,1
112.913,33.664,1
105.075,37.527,1
113.382,35.324,1
106.732,37.771,1
77.518,38.99,1
77.527,38.996,1
77.519,38.997,1
114.891,36.013,1
114.902,36.021,1
110.272,21.095,1
100.365,21.808,1
82.681,36.964,1
100.719,38.76,1
100.796,38.751,1
100.835,38.755,1
100.799,38.735,1
105.947,38.287,1
90.319,44.011,1
90.33,44.011,1
90.292,44.047,1
90.317,44.021,1
106.662,39.594,1
117.0923,31.8628,1
108.733,37.553,1
108.684,37.554,1
116.116,40.2537,1
116.1137,40.2376,1
115.111,36.1,1
115.165,36.15,1
114.08,36.054,1
114.054,36.061,1
112.644,33.487,1
114.346,37.374,1
106.64,37.848,1
106.639,37.844,1
106.805,38.315,1
106.762,38.162,1
106.781,38.157,1
106.795,38.15,1
106.805,38.145,1
106.815,38.14,1
105.83,37.94,1
106.54,37.49,1
106.47,38.99,1
106.17,36.16,1
107.04,38.01,1
106.0942,37.5953,1
106.58,37.48,1
105.07,37.57,1
105.82,37.94,1
106.5222,39.0994,1
106.6,37.52,1
106.57,37.5,1
106.6,37.52,1
105.41,37.39,1
106.71,39.26,1
113.173,23.376,1
109.27,39.42,1
118.059,33.178,1
116.827,34.811,1
116.8394,34.8967,1
116.839,34.891,1
116.866,34.866,1
116.872,34.853,1
121.155,30.638,1
112.113,39.805,1
106.675,27,1
118.714,40.916,1
103.037,23.721,1
78.247,37.539,1
117.654,34.497,1
124.279,44.476,1
123.956,44.452,1
115.899,33.731,1
114.312,37.025,1
118.058,33.186,1
104,25.16,1
94.495,40.065,1
94.475,40.085,1
94.473,40.095,1
94.496,40.085,1
94.434,40.084,1
94.4725,40.105,1
94.479,40.086,1
94.485,40.102,1
94.5263,40.0692,1
94.492,40.131,1
94.491,40.084,1
94.49,40.113,1
94.468,40.086,1
94.474,40.112,1
94.473,40.13,1
94.473,40.12,1
94.472,40.136,1
94.485,40.075,1
94.5023,40.0662,1
94.422,40.082,1
94.483,40.12,1
94.492,40.139,1
94.49,40.143,1
94.472,40.143,1
94.494,40.097,1
94.472,40.139,1
97.164,37.35,1
95.229,36.33,1
95.17,36.36,1
95.1407,36.3973,1
100.51,36.19,1
101.53,34.59,1
95.244,36.4,1
95.14,36.346,1
97.224,37.37,1
98.395,37,1
95.24,36.36,1
90.101,46.173,1
90.087,46.209,1
125.406,46.45,1
106.083,37.653,1
106.08,37.659,1
102.565,32.794,1
80.846,36.975,1
90.591,45.11,1
115.238,36.825,1
118.54,24.712,1
119,29.032,1
121.137,32.513,1
121.0834,32.5267,1
102.998,33.752,1
88.199,38.946,1
88.199,38.931,1
88.21,38.946,1
112.404,34.194,1
112.832,34.273,1
112.8388,34.2627,1
93.635,43.012,1
93.585,43.018,1
93.619,43.017,1
93.611,43.018,1
93.588,43.01,1
93.654,43.043,1
93.629,43.026,1
93.628,43.044,1
93.593,43.018,1
93.647,43.045,1
93.638,43.046,1
93.616,43.009,1
93.655,43.015,1
93.611,43.036,1
93.653,43.024,1
93.62,43.046,1
93.62,43.035,1
93.629,43.035,1
93.633,43.017,1
93.639,43.024,1
93.652,43.033,1
93.594,43.038,1
93.594,43.046,1
93.648,43.017,1
93.592,43.026,1
93.602,43.01,1
93.655,43.018,1
93.649,43.01,1
93.655,43.005,1
93.651,43,1
93.609,43.025,1
91.886,29.282,1
91.909,29.28,1
91.908,29.286,1
91.959,29.271,1
91.854,29.292,1
91.911,29.286,1
95.1406,36.3731,1
106.5231,39.1041,1
111.747,40.539,1
108.9219,37.6142,1
105.972,37.437,1
105.958,37.433,1
120.807,31.546,1
100.949,38.829,1
100.945,38.848,1
100.821,38.869,1
116.38,37.35,1
117.44,34.97,1
113.916,41.492,1
118.881,29.062,1
114.044,41.509,1
114.008,41.496,1
114.0402,41.5167,1
114.026,41.52,1
90.076,42.969,1
90.058,42.964,1
90.072,42.964,1
90.076,42.977,1
90.04,42.981,1
90.072,42.96,1
90.018,42.981,1
90.005,42.982,1
90.015,42.974,1
118.3414,31.1405,1
89.998,42.965,1
90.028,42.972,1
90.029,42.961,1
90.001,42.98,1
117.652,34.975,1
116.159,34.562,1
112.961,39.329,1
